Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Fall,GRAD,GRAD,Shreebha,Kafle,,NURS,5645,453,33,11,0,0,0,0,0,0,6,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,Jessica,Kahlow,,ILDT,5304,001,46,9,0,0,0,0,0,0,0,0,0,55
2023 - 2024,2024 Fall,UGRD,UGRD,Dorothy,Kalanzi,,SOCI,1311,700,38,0,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Dorothy,Kalanzi,,SOCI,1311,701,13,14,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Dorothy,Kalanzi,,SOCI,4320,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Rosie,Kallie,,IE,1110,001,22,11,0,0,6,0,0,0,7,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Rosie,Kallie,,IE,3301,004,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Rosie,Kallie,,IE,3314,001,9,12,15,9,0,0,0,0,10,0,0,55
2023 - 2024,2024 Fall,UGRD,UGRD,Angela,Kallus,,ARCH,1341,005,11,7,7,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Angela,Kallus,,ART,2308,001,23,7,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,UGRD,UGRD,Farhad,Kamangar,,CSE,4303,001,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Farhad,Kamangar,,CSE,5365,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,GRAD,GRAD,Farhad,Kamangar,,CSE,5368,002,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Chen,Kan,,IE,4339,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Chen,Kan,,IE,5318,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Chen,Kan,,IE,5318,101,11,7,8,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Insung,Kang,,AREN,4331,001,12,10,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,GRAD,GRAD,Yungfei,Kao,,KINE,5305,001,7,12,6,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,GRAD,GRAD,Yungfei,Kao,,KINE,6305,001,11,14,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Carie,Kapellusch,,COMS,1301,013,28,0,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Carie,Kapellusch,,COMS,2305,003,0,7,7,0,8,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Carie,Kapellusch,,COMS,2305,005,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Khatere,Karbassi,,CE,1252,003,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Vistasp,Karbhari,,AREN,2313,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Vistasp,Karbhari,,CE,2313,001,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Lori,Karl,,NURS,5338,464,20,6,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Ketevan,Karukhnishvili,,GERM,1441,004,19,7,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Ketevan,Karukhnishvili,,GERM,1442,002,14,16,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,GRAD,GRAD,Connie,Karvas,,NURS,5660,462,11,8,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Abhishek,Kashyap,,MAE,3185,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Abhishek,Kashyap,,MAE,3185,002,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Abhishek,Kashyap,,MAE,3185,003,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Daniel,Kasper,,ENGL,1301,067,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Daniel,Kasper,,ENGL,1350,002,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Daniel,Kasper,,ENGL,1350,003,25,0,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Daniel,Kasper,,ENGL,2319,005,26,0,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Kayla,Kassakatis,,ENGL,1301,076,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Kayla,Kassakatis,,ENGL,1301,079,10,11,6,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Kayla,Kassakatis,,ENGL,2309,013,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Kayla,Kassakatis,,ENGL,2319,011,65,16,9,0,0,0,0,0,0,0,0,90
2023 - 2024,2024 Fall,GRAD,GRAD,Kawalpreet,Kaur,,CE,5377,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Kawalpreet,Kaur,,CM,5377,001,21,0,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,GRAD,GRAD,Kawalpreet,Kaur,,CM,5377,101,13,12,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Vinayak,Kaushal,,CM,2315,001,20,6,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Vinayak,Kaushal,,CM,3341,001,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Vinayak,Kaushal,,CM,3341,101,35,0,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,UGRD,UGRD,Vinayak,Kaushal,,CM,4306,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Hajar,Kazemi Naeini,,CE,3253,001,96,24,0,0,0,0,0,0,6,0,0,126
2023 - 2024,2024 Fall,GRAD,GRAD,Joy,Keeton,,NURS,5660,464,30,0,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,GRAD,GRAD,Hugh,Kellam,,ILDT,5301,001,21,0,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Margaret,Keller Garnett,,UNIV-LA,1131,019,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Margaret,Keller Garnett,,HIST,1301,700,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,GRAD,GRAD,Don,Kelly,,SOCW,5323,001,19,8,7,0,0,0,0,0,0,0,0,34
2023 - 2024,2024 Fall,GRAD,GRAD,Don,Kelly,,SOCW,5323,008,57,8,0,0,0,0,0,0,0,0,0,65
2023 - 2024,2024 Fall,GRAD,GRAD,Don,Kelly,,SOCW,5395,009,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Don,Kelly,,SOCW,5395,010,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,James,Kelsay,,CRCJ,3385,001,40,0,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Rasool,Kenarangui,,NE,3301,001,0,8,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Rasool,Kenarangui,,AREN,4346,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,GRAD,GRAD,Rasool,Kenarangui,,EE,5191,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Kenaston-French,,MUSI,104,001,42,0,0,0,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,UGRD,UGRD,Karen,Kenaston-French,,MUSI,3309,001,8,7,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Claire,Kennedy,,ART,2371,002,0,7,8,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Claire,Kennedy,,ART,4371,001,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Taylor,Kessner,,EDUC,4318,002,28,24,0,0,0,0,0,0,0,0,0,52
2023 - 2024,2024 Fall,UGRD,UGRD,Taylor,Kessner,,EDUC,4343,001,37,22,0,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Fall,UGRD,UGRD,Rachel,Key,,ENGL,1302,042,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Rachel,Key,,ENGL,1302,047,21,24,0,0,0,0,0,0,0,0,0,45
2023 - 2024,2024 Fall,UGRD,UGRD,Bahra,Khalili Najafabadi,,CSE,3310,001,10,18,13,9,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,5325,003,16,18,9,7,7,0,0,0,0,0,0,57
2023 - 2024,2024 Fall,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,6324,220,15,34,11,0,0,0,0,0,7,0,0,67
2023 - 2024,2024 Fall,GRAD,GRAD,Bahra,Khalili Najafabadi,,CSE,6324,980,17,22,21,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Fall,UGRD,UGRD,Ritu,Khanduri,,ANTH,2322,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Ritu,Khanduri,,ANTH,2322,006,6,17,15,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Adwait,Khare,,MARK,3321,001,15,17,11,0,0,0,0,0,0,0,0,43
2023 - 2024,2024 Fall,UGRD,UGRD,Adwait,Khare,,MARK,3321,005,9,13,9,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,GRAD,GRAD,Susanna,Khavul,,EMBA,5310,001,27,6,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Catherine,Kilmain,,MAE,2312,003,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Catherine,Kilmain,,MAE,3315,001,31,25,15,0,0,0,0,0,0,0,0,71
2023 - 2024,2024 Fall,UGRD,UGRD,Bo Won,Kim,,POLS,3302,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Bo Won,Kim,,POLS,4373,001,21,27,13,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,GRAD,GRAD,Choong-Un,Kim,,MSE,5304,001,12,24,21,0,0,0,0,0,0,0,0,57
2023 - 2024,2024 Fall,UGRD,UGRD,Daejong,Kim,,MAE,3318,001,10,7,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,GRAD,GRAD,Daejong,Kim,,ME,5366,001,13,9,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Jaehoon,Kim,,BSTAT,2305,005,28,0,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Jaehoon,Kim,,BSTAT,2305,006,22,7,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Ji Nang,Kim,,ENGL,1301,CO29,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Ji Nang,Kim,,ENGL,1302,039,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Ji Nang,Kim,,ENGL,2309,010,6,6,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Ji Nang,Kim,,ENGL,2309,015,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,GRAD,GRAD,Jiseul,Kim,,PAPP,5329,001,14,9,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Jiseul,Kim,,PAPP,5350,001,11,8,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Sok Ju,Kim,,KORE,2313,001,0,0,9,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Sok Ju,Kim,,KORE,3303,001,69,9,0,0,0,0,0,0,0,0,0,78
2023 - 2024,2024 Fall,UGRD,UGRD,Sok Ju,Kim,,KORE,4321,001,32,0,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,UGRD,UGRD,Un-Jung,Kim,,UNIV-SC,1131,002,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Un-Jung,Kim,,ENVR,4313,001,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Yeonwoo,Kim,,HEED,4320,002,64,0,0,0,0,0,0,0,0,0,0,64
2023 - 2024,2024 Fall,GRAD,GRAD,Yeonwoo,Kim,,KINE,5376,002,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Young-Tae,Kim,,BE,4329,012,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Young-Tae,Kim,,BE,5329,012,16,7,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,UGRD,UGRD,Tiffany,Kindratt,,KINE,4352,001,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Courtney,King,,UNIV-BU,1131,003,18,7,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Courtney,King,,UNIV-BU,1131,007,18,8,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Jiles,King,,THEA,1343,004,21,0,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Jiles,King,,THEA,1343,005,27,0,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Mia,Kirby,,SOCW,2302,020,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Mia,Kirby,,SOCW,3307,025,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Mia,Kirby,,SOCW,4310,003,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Sylvia,Kirgis,,NURS,5354,407,125,49,19,6,7,0,0,0,0,0,0,206
2023 - 2024,2024 Fall,GRAD,GRAD,Jaclyn,Kirsch,,SOCW,5311,025,55,28,11,0,0,0,0,0,0,0,0,94
2023 - 2024,2024 Fall,GRAD,GRAD,Jaclyn,Kirsch,,SOCW,5311,026,19,14,7,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Douglas,Klahr,,ARCH,2303,001,50,34,7,0,0,0,0,0,0,0,0,91
2023 - 2024,2024 Fall,GRAD,GRAD,Douglas,Klahr,,ARCH,5303,001,26,9,0,0,0,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,UGRD,UGRD,Ida,Klang,,BIOL,1301,001,71,42,33,7,0,0,0,0,7,0,0,160
2023 - 2024,2024 Fall,UGRD,UGRD,Ida,Klang,,HEED,1301,001,58,30,16,6,0,0,0,0,0,0,0,110
2023 - 2024,2024 Fall,UGRD,UGRD,Ida,Klang,,HEED,1301,002,40,12,0,0,0,0,0,0,0,0,0,52
2023 - 2024,2024 Fall,UGRD,UGRD,Ida,Klang,,BIOL,1345,003,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Ida,Klang,,BIOL,1441,042,88,0,0,0,0,0,0,0,0,0,0,88
2023 - 2024,2024 Fall,GRAD,GRAD,Jan,Klaus,,ACCT,5342,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1101,009,40,0,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV-AT,1131,001,29,7,0,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,002,13,8,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV-AT,1131,002,18,10,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,003,23,6,0,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,006,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,007,27,0,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,008,32,7,0,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,010,34,0,0,0,0,0,0,0,0,0,0,34
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,011,0,0,6,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,014,18,0,0,0,6,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,022,32,0,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,025,22,9,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,026,12,10,6,0,7,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,030,17,6,6,0,6,0,0,0,0,0,0,35
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,031,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,032,12,6,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,033,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Danielle,Klein,,UNIV,1131,034,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Meredith,Knight Treminio,,DNCE,1132,001,50,0,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Meredith,Knight Treminio,,DNCE,1135,001,16,11,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Meredith,Knight Treminio,,DNCE,1300,002,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Meredith,Knight Treminio,,DNCE,1300,004,0,16,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,GRAD,GRAD,Jessica,Knox,,EDAD,5383,001,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5301,004,14,14,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,GRAD,GRAD,Ramakrishna,Koganti,,CSE,5301,005,8,7,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Ramakrishna,Koganti,,OPMA,5364,001,0,0,0,0,0,0,15,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Ramakrishna,Koganti,,OPMA,5364,002,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Ramakrishna,Koganti,,INSY,5373,001,53,21,10,0,0,0,0,0,0,0,0,84
2023 - 2024,2024 Fall,GRAD,GRAD,Ramakrishna,Koganti,,INSY,5373,003,17,18,7,0,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,GRAD,GRAD,Seong,Koh,,MSE,5193,001,11,11,7,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,Seong,Koh,,MSE,5354,001,0,16,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Zahra,Kohankar Kouchesfehani,,CM,2311,101,92,45,17,0,0,0,0,0,0,0,0,154
2023 - 2024,2024 Fall,UGRD,UGRD,Hristo,Kojouharov,,MATH,3345,001,40,0,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Noura Khadidja,Kone,,FINA,3317,003,103,40,9,0,0,0,0,0,0,0,0,152
2023 - 2024,2024 Fall,UGRD,UGRD,Noura Khadidja,Kone,,FINA,4324,001,15,10,0,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Koomey,,NURS,3335,500,125,49,8,0,0,0,0,0,0,0,0,182
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Koomey,,NURSU,3335,500,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Koomey,,NURS,3335,501,12,15,21,0,0,0,0,0,0,0,0,48
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Koomey,,NURSU,3335,501,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Koomey,,NURS,3335,502,9,6,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Koomey,,NURSU,3335,502,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Mary,Koone,,CSE,3315,003,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Laura,Kopchick,,ENGL,1375,003,64,46,18,12,0,0,0,0,0,0,0,140
2023 - 2024,2024 Fall,UGRD,UGRD,Laura,Kopchick,,ENGL,1375,004,43,25,11,0,0,0,0,0,0,0,0,79
2023 - 2024,2024 Fall,GRAD,GRAD,Mary Elizabeth,Kopsovich,,SOCW,5311,045,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Megan,Korchinski,,GEOL,1301,001,25,15,10,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Megan,Korchinski,,GEOL,1301,002,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Megan,Korchinski,,GEOL,3443,001,7,8,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Ahmet,Koru,,EE,5323,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Andrzej,Korzeniowski,,MATH,3313,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,GRAD,GRAD,Andrzej,Korzeniowski,,MATH,5311,001,8,10,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Ali,Koymen,,PHYS,4326,001,6,0,10,7,7,0,0,0,8,0,0,38
2023 - 2024,2024 Fall,GRAD,GRAD,Ali,Koymen,,PHYS,5393,026,16,17,20,14,0,0,0,0,8,0,0,75
2023 - 2024,2024 Fall,UGRD,UGRD,Jennifer,Kraemer,,ENGL,1301,015,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Jennifer,Kraemer,,ENGL,1301,090,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Mark,Krasij,,MATH,1303,004,8,11,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Mark,Krasij,,MATH,1426,050,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Christopher,Kribs,,MATH,5365,001,0,0,0,0,8,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Peter,Kroll,,CHEM,3181,001,14,22,17,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Fall,UGRD,UGRD,Peter,Kroll,,CHEM,3181,002,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Peter,Kroll,,CHEM,3181,003,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Andrew,Kruzic,,CE,4383,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Lauren,Krznarich,,UNIV,1131,004,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Lauren,Krznarich,,UNIV,1131,005,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Lauren,Krznarich,,UNIV,1131,017,0,0,6,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Lauren,Krznarich,,UNIV,1131,021,21,25,0,0,0,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Lauren,Krznarich,,UNIV,1131,023,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Lauren,Krznarich,,UNIV,1131,024,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Lauren,Krznarich,,UNIV,1131,026,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Ratan,Kumar,,MAE,4342,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Kunce,,THEA,181,003,44,0,0,0,0,0,0,0,0,0,0,44
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah,Kunce,,DNCE,1134,001,7,7,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,David,Kung,,CSE,4361,001,13,10,0,0,0,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,David,Kung,,CSE,5322,001,0,0,6,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Laura,Kunkel,,KINE,5240,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Laura,Kunkel,,KINE,5332,001,10,9,6,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Robert,Kunovich,,SOCI,3352,001,29,0,0,0,0,0,0,0,0,0,0,29
