Academic Year,Term,Academic Career,Course Career,Primary Instructor First Name,Primary Instructor Last Name,Non Primary Instructors,Subject,Catalog Number,Section Number,A,B,C,D,F,I,P,Q,W,Z,R,Total Grades
2023 - 2024,2024 Fall,GRAD,GRAD,Robert,Kunovich,,SOCI,5341,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Shernette,Kydd,,IE,3343,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Catherine,LaBrenz,,SOCW,3301,007,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,David,LaFevor,,HIST,4395,002,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Cynthia,Laborde,,FREN,3312,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Candace,Lafferty,,MAED,5351,006,7,6,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Candace,Lafferty,,MAED,5351,016,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Candace,Lafferty,,MAED,5352,116,19,71,30,8,0,0,0,0,0,0,0,128
2023 - 2024,2024 Fall,UGRD,UGRD,Mason,Lahue,,ART,2358,002,0,0,0,0,0,0,22,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Mason,Lahue,,ART,4384,001,10,6,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Kirsti,Landels,,NURS,4581,601,32,0,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,UGRD,UGRD,Quinton,Lane,,EDAD,1130,003,24,9,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Diane,Lange,,MUSI,3211,001,24,0,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,UGRD,UGRD,Diane,Lange,,MUSI,3211,002,36,7,0,7,6,0,0,0,0,0,0,56
2023 - 2024,2024 Fall,GRAD,GRAD,Aaron,Langford,,NURS,5112,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Aaron,Langford,,NURS,5410,001,106,44,14,0,0,0,0,0,0,0,0,164
2023 - 2024,2024 Fall,GRAD,GRAD,James,Langford,,SOCW,5304,016,198,46,7,0,0,0,0,0,0,0,0,251
2023 - 2024,2024 Fall,UGRD,UGRD,Jennifer,Lanter,,PREL,2338,001,95,51,13,0,0,0,0,0,0,0,0,159
2023 - 2024,2024 Fall,UGRD,UGRD,Jennifer,Lanter,,PREL,3340,001,93,87,18,0,0,0,0,0,0,0,0,198
2023 - 2024,2024 Fall,UGRD,UGRD,Bonnie,Laster,,PSYC,3310,001,48,18,10,0,9,0,0,0,0,0,0,85
2023 - 2024,2024 Fall,UGRD,UGRD,Bonnie,Laster,,PSYC,3310,003,82,18,8,0,6,0,0,0,0,0,0,114
2023 - 2024,2024 Fall,UGRD,UGRD,Bonnie,Laster,,PSYC,3317,001,0,10,19,8,0,0,0,0,12,0,0,49
2023 - 2024,2024 Fall,UGRD,UGRD,Bonnie,Laster,,PSYC,3318,001,6,13,18,13,10,0,0,0,7,0,0,67
2023 - 2024,2024 Fall,UGRD,UGRD,Roxanna,Latifi-Santos,,UNIV-SC,1101,001,0,12,13,13,13,0,0,0,12,0,0,63
2023 - 2024,2024 Fall,UGRD,UGRD,Roxanna,Latifi-Santos,,UNIV-SC,1101,004,9,18,14,0,6,0,0,0,15,0,0,62
2023 - 2024,2024 Fall,UGRD,UGRD,Marcus,Laurel,,MATH,1315,004,32,6,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Marcus,Laurel,,MATH,1421,140,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Marcus,Laurel,,MATH,1421,350,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Marcus,Laurel,,MATH,2425,200,18,20,16,0,0,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,GRAD,GRAD,James,Lavelle,,MANA,5330,001,11,26,16,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Fall,GRAD,GRAD,James,Lavelle,,MANA,5340,074,0,8,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Chien,Le,,MARK,3321,002,18,11,9,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Chien,Le,,MARK,3321,003,15,17,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,UGRD,UGRD,Jessica,Le,,ENGL,1302,043,17,13,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,GRAD,GRAD,Tram,Le,,ACCT,5345,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Aera,LeBoulluec,,IE,3301,006,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Aera,LeBoulluec,,IE,3301,009,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Aera,LeBoulluec,,IE,3301,010,39,0,0,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,LeClair,,MILS,180,004,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,LeClair,,MILS,4141,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Gregory,LeClair,,MILS,4341,002,0,0,0,0,17,0,17,0,0,0,0,34
2023 - 2024,2024 Fall,GRAD,GRAD,Joel,Leader,,EDAD,5389,001,0,0,0,0,21,0,27,0,0,0,0,48
2023 - 2024,2024 Fall,GRAD,GRAD,Joel,Leader,,EDAD,5389,002,0,0,7,0,16,0,0,0,0,0,0,23
2023 - 2024,2024 Fall,GRAD,GRAD,Joel,Leader,,EDAD,5389,003,0,0,15,11,20,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,UGRD,UGRD,Paul,Leafgreen,,MATH,312,CO5,0,7,11,10,17,0,0,0,13,0,0,58
2023 - 2024,2024 Fall,UGRD,UGRD,Paul,Leafgreen,,MATH,315,CO2,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Paul,Leafgreen,,MATH,1302,CO5,12,0,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Paul,Leafgreen,,MATH,1315,CO2,47,0,0,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Fall,UGRD,UGRD,Paul,Leafgreen,,MATH,1421,200,74,10,0,0,0,0,0,0,0,0,0,84
2023 - 2024,2024 Fall,UGRD,UGRD,James,Lee,,NURS,4350,645,14,12,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,UGRD,UGRD,Joo Hi,Lee,,ELED,4311,003,15,23,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Joo Hi,Lee,,EDUC,4340,006,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Juhyun,Lee,,UNIV-EN,1131,028,105,0,0,0,0,0,0,0,0,0,0,105
2023 - 2024,2024 Fall,UGRD,UGRD,Juhyun,Lee,,BE,3320,023,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Sarah Su Lin,Lee,,MARK,3324,005,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,GRAD,GRAD,Seunghyun,Lee,,EE,5381,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,GRAD,GRAD,Judy,Leflore,,NURS,5367,400,135,0,0,0,0,0,0,0,0,0,0,135
2023 - 2024,2024 Fall,GRAD,GRAD,Judy,Leflore,,NURSG,5367,400,21,0,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,GRAD,GRAD,Judy,Leflore,,NURS,5367,401,191,0,0,0,0,0,0,0,0,0,0,191
2023 - 2024,2024 Fall,GRAD,GRAD,Judy,Leflore,,NURSG,5367,401,38,15,9,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,GRAD,GRAD,Judy,Leflore,,NURS,5367,402,0,0,0,0,0,0,11,0,0,0,0,11
2023 - 2024,2024 Fall,GRAD,GRAD,Judy,Leflore,,NURSG,5367,402,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Judy,Leflore,,NURS,5367,405,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Yu,Lei,,CSE,4321,002,22,17,0,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,GRAD,GRAD,David,Levine,,CSE,5191,001,7,10,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,GRAD,GRAD,David,Levine,,CSE,5382,220,24,40,0,0,0,0,0,0,0,0,0,64
2023 - 2024,2024 Fall,UGRD,UGRD,Lori,Lewis,,PLAN,4356,102,7,6,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Gangjin,Li,,CE,4321,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Gangjin,Li,,CE,4321,101,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Gangjin,Li,,CE,5364,001,36,6,0,0,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,GRAD,GRAD,Gangjin,Li,,CE,5364,101,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Jianling,Li,,PLAN,5318,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Jianling,Li,,PLAN,5356,001,11,23,10,6,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Ming,Li,,CSE,4344,002,24,25,12,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,GRAD,GRAD,Pengfei,Li,,CE,5331,001,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Ren-Cang,Li,,MATH,5333,001,6,6,0,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Yiyi,Li,,MARK,3321,004,8,7,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Yiyi,Li,,MARK,3321,011,13,9,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,GRAD,GRAD,Yunyao,Li,,EVSE,5199,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Qilian,Liang,,EE,4333,001,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,GRAD,GRAD,Qilian,Liang,,EE,5368,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Szu-Yen,Liang,,CHIN,2310,001,27,13,10,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,UGRD,UGRD,Szu-Yen,Liang,,CHIN,3303,001,15,18,12,0,0,0,0,0,0,0,0,45
2023 - 2024,2024 Fall,UGRD,UGRD,Szu-Yen,Liang,,CHIN,4334,001,24,6,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,UGRD,UGRD,Szu-Yen,Liang,,CHIN,4336,001,34,0,0,0,0,0,0,0,0,0,0,34
2023 - 2024,2024 Fall,UGRD,UGRD,Guojun,Liao,,MATH,3330,002,18,25,16,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Fall,UGRD,UGRD,Guojun,Liao,,MATH,3330,006,6,13,6,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Jun,Liao,,BE,4350,011,13,26,13,9,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,UGRD,UGRD,Angela,Liegey-Dougall,,BIOL,4357,002,34,39,28,10,0,0,0,0,0,0,0,111
2023 - 2024,2024 Fall,UGRD,UGRD,Angela,Liegey-Dougall,,HEED,4357,002,28,33,30,11,10,0,0,0,0,0,0,112
2023 - 2024,2024 Fall,UGRD,UGRD,Angela,Liegey-Dougall,,PSYC,4357,002,11,9,9,0,0,0,0,0,0,0,0,29
2023 - 2024,2024 Fall,GRAD,GRAD,Angela,Liegey-Dougall,,PSYC,5309,002,14,27,22,0,0,0,0,0,0,0,0,63
2023 - 2024,2024 Fall,UGRD,UGRD,Ronald,Liggett,,ECON,2305,001,0,6,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Ronald,Liggett,,ECON,2305,002,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Ronald,Liggett,,ECON,3306,001,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Lance,Liguez,,BCMN,2347,002,19,0,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Lance,Liguez,,BCMN,2357,001,8,0,0,0,0,0,0,0,10,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Lance,Liguez,,BCMN,2357,002,22,13,17,8,21,0,0,0,33,0,0,114
2023 - 2024,2024 Fall,UGRD,UGRD,Lance,Liguez,,BCMN,3319,001,0,0,0,0,0,0,0,0,7,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Qing,Lin,,PSYC,3322,001,9,10,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Qing,Lin,,BIOL,4309,001,11,27,0,0,0,0,0,0,0,0,0,38
2023 - 2024,2024 Fall,UGRD,UGRD,Qing,Lin,,PSYC,4309,001,15,23,17,6,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,UGRD,UGRD,Qing,Lin,,PSYC,4421,001,13,29,12,6,7,0,0,0,0,0,0,67
2023 - 2024,2024 Fall,GRAD,GRAD,Shih-Chang,Lin,,ECON,5321,070,16,37,17,0,0,0,0,0,0,0,0,70
2023 - 2024,2024 Fall,UGRD,UGRD,Shiyao,Lin,,MAE,4344,001,14,22,17,0,0,0,0,0,0,0,0,53
2023 - 2024,2024 Fall,UGRD,UGRD,Tzu-Wen,Lin,,BSTAT,2305,001,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Tzu-Wen,Lin,,BSTAT,2305,002,92,77,16,0,0,0,0,0,0,0,0,185
2023 - 2024,2024 Fall,UGRD,UGRD,Tzu-Wen,Lin,,BSTAT,3321,002,56,76,13,0,0,0,0,0,0,0,0,145
2023 - 2024,2024 Fall,UGRD,UGRD,Zhibin,Lin,,CE,4383,001,87,86,15,0,0,0,0,0,0,0,0,188
2023 - 2024,2024 Fall,UGRD,UGRD,Julia,Lindgren,,ARCH,4556,003,9,10,0,0,0,0,0,0,0,0,0,19
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Little,,POLS,2312,012,6,0,6,0,0,0,0,0,0,0,0,12
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Little,,POLS,2312,700,6,11,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Little,,POLS,2312,701,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Chaoqun,Liu,,MATH,5338,001,8,20,37,0,0,0,0,0,0,0,0,65
2023 - 2024,2024 Fall,UGRD,UGRD,Hanli,Liu,,BE,3346,009,30,32,9,0,0,0,0,0,0,0,0,71
2023 - 2024,2024 Fall,GRAD,GRAD,Hanli,Liu,,BE,5346,009,0,17,17,6,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,GRAD,GRAD,Jin,Liu,,EDAD,6315,001,0,15,10,0,0,0,0,0,0,0,0,25
2023 - 2024,2024 Fall,UGRD,UGRD,Kaiyue,Liu,,INSY,2303,010,14,38,16,0,0,0,0,0,0,0,0,68
2023 - 2024,2024 Fall,UGRD,UGRD,Ping,Liu,,PHYS,1442,002,13,36,12,0,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,UGRD,UGRD,Xin,Liu,,MAE,1312,001,15,18,0,0,0,0,0,0,0,0,0,33
2023 - 2024,2024 Fall,UGRD,UGRD,Xin,Liu,,MAE,2312,002,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Yi,Liu,,BSTAT,2305,003,31,11,0,0,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,UGRD,UGRD,Yi,Liu,,BSTAT,2305,007,0,0,0,0,0,0,34,0,0,0,0,34
2023 - 2024,2024 Fall,GRAD,GRAD,Yi,Liu,,BSTAT,5325,001,20,22,18,0,0,0,0,0,0,0,0,60
2023 - 2024,2024 Fall,GRAD,GRAD,Yi,Liu,,HCAD,5380,040,21,17,7,0,0,0,0,0,0,0,0,45
2023 - 2024,2024 Fall,UGRD,UGRD,Yonghe,Liu,,CSE,4344,001,54,8,0,0,0,0,0,0,0,0,0,62
2023 - 2024,2024 Fall,GRAD,GRAD,Yonghe,Liu,,CSE,5330,980,44,15,0,0,0,0,0,0,0,0,0,59
2023 - 2024,2024 Fall,UGRD,UGRD,Yue,Liu,,MATH,2326,007,54,0,0,0,0,0,0,0,0,0,0,54
2023 - 2024,2024 Fall,UGRD,UGRD,Yue,Liu,,MATH,3318,001,26,0,0,0,0,0,0,0,0,0,0,26
2023 - 2024,2024 Fall,GRAD,GRAD,Yuewen,Liu,,INSY,5375,071,30,0,0,0,0,0,0,0,0,0,0,30
2023 - 2024,2024 Fall,GRAD,GRAD,Yuewen,Liu,,INSY,5375,072,31,0,0,0,0,0,0,0,0,0,0,31
2023 - 2024,2024 Fall,GRAD,GRAD,Jordan,Lloyd,,SOCW,5353,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Jordan,Lloyd,,SOCW,5353,002,24,10,6,0,6,0,0,0,0,0,0,46
2023 - 2024,2024 Fall,GRAD,GRAD,Jordan,Lloyd,,SOCW,5353,003,28,11,0,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,GRAD,GRAD,Ashlee,Loewen,,NURS,5337,453,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,UGRD,UGRD,Benjamin,Loftis,,ART,1307,006,10,11,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Karthikeyan,Loganathan,,CM,3313,001,8,19,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Karthikeyan,Loganathan,,CM,4315,001,9,9,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Karthikeyan,Loganathan,,CM,4315,101,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Melinda,Long,,COMS,2302,009,9,6,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Melinda,Long,,COMS,2302,017,15,7,0,0,0,0,0,0,0,0,0,22
2023 - 2024,2024 Fall,UGRD,UGRD,Brad,Loper,,COMM,2311,008,36,10,10,0,0,0,0,0,0,0,0,56
2023 - 2024,2024 Fall,UGRD,UGRD,Brad,Loper,,COMM,2311,009,15,12,9,0,0,0,0,0,0,0,0,36
2023 - 2024,2024 Fall,UGRD,UGRD,Brad,Loper,,JOUR,2340,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Brad,Loper,,JOUR,3341,001,13,7,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Ramon,Lopez,,PHYS,3313,001,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Jason,Losh,,CSE,3442,001,13,0,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,UGRD,UGRD,Jason,Losh,,CSE,4354,001,10,0,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Jason,Losh,,CSE,4355,001,15,0,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,GRAD,GRAD,Jason,Losh,,CSE,5356,001,11,16,0,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Nathan,Lowe,,MUSI,1325,003,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Nathan,Lowe,,MUSI,1325,004,16,39,14,0,0,0,0,0,0,0,0,69
2023 - 2024,2024 Fall,GRAD,GRAD,Frank,Lu,,AE,5342,001,34,44,25,12,10,0,0,0,0,0,0,125
2023 - 2024,2024 Fall,UGRD,UGRD,Hui,Lu,,CSE,3320,005,15,19,21,6,0,0,0,0,0,0,0,61
2023 - 2024,2024 Fall,UGRD,UGRD,Yilun,Lu,,FINA,3313,006,9,0,0,0,0,0,0,0,0,0,0,9
2023 - 2024,2024 Fall,UGRD,UGRD,Alice,Lubbe,,MATH,1308,300,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Alice,Lubbe,,MATH,1309,200,23,9,0,0,0,0,0,0,0,0,0,32
2023 - 2024,2024 Fall,GRAD,GRAD,James,Lummus,,IE,6305,001,50,0,0,0,0,0,0,0,0,0,0,50
2023 - 2024,2024 Fall,GRAD,GRAD,James,Lummus,,IE,6306,001,19,9,0,0,0,0,0,0,0,0,0,28
2023 - 2024,2024 Fall,UGRD,UGRD,Thomas,Lumpkin,,ART,3350,001,0,0,0,0,0,0,8,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Gabriel,Luna,,EDUC,4318,004,81,0,0,0,6,0,0,0,0,0,0,87
2023 - 2024,2024 Fall,UGRD,UGRD,Gabriel,Luna,,EDUC,4319,007,57,14,13,0,7,0,0,0,0,0,0,91
2023 - 2024,2024 Fall,UGRD,UGRD,John,Lundberg,,HIST,3346,002,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Amy,Lunsford,,NURS,5120,438,0,0,0,0,0,0,10,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,James,Lunsford,,UNIV-EN,1131,001,54,32,17,0,7,0,0,0,0,0,0,110
2023 - 2024,2024 Fall,UGRD,UGRD,James,Lunsford,,UNIV-EN,1131,006,21,22,8,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Cheng,Luo,,MAE,2360,004,6,9,0,0,0,0,0,0,0,0,0,15
2023 - 2024,2024 Fall,UGRD,UGRD,Cheng,Luo,,MAE,3360,001,0,10,0,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,UGRD,UGRD,Charles,MacBride,,ARCH,4367,001,6,0,0,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Charles,MacBride,,ARCH,5367,001,6,7,0,0,0,0,0,0,0,0,0,13
2023 - 2024,2024 Fall,GRAD,GRAD,Charles,MacBride,,ARCH,5671,002,18,0,0,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Heath,MacDonald,,ARCH,2551,001,0,10,8,0,0,0,0,0,0,0,0,18
2023 - 2024,2024 Fall,UGRD,UGRD,Heath,MacDonald,,ARCH,3553,005,8,0,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,UGRD,UGRD,Heath,MacDonald,,ARCH,4346,001,55,16,0,0,0,0,0,0,0,0,0,71
2023 - 2024,2024 Fall,UGRD,UGRD,Robin,Macaluso,,CHEM,4101,001,20,0,0,0,0,0,0,0,0,0,0,20
2023 - 2024,2024 Fall,UGRD,UGRD,Frederick,Macdonnell,,CHEM,4318,001,17,0,0,0,0,0,0,0,0,0,0,17
2023 - 2024,2024 Fall,UGRD,UGRD,Frederick,Macdonnell,,CHEM,4346,001,34,6,0,0,0,0,0,0,0,0,0,40
2023 - 2024,2024 Fall,UGRD,UGRD,Luis,Macias Barrientos,,PLAN,4320,101,14,7,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,GRAD,GRAD,Ramtin,Madani,,EE,6353,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Robert,Magnusson,,EE,4302,001,15,9,0,0,0,0,0,0,0,0,0,24
2023 - 2024,2024 Fall,GRAD,GRAD,Karen,Magruder,,SOCW,5356,001,0,28,14,0,0,0,0,0,0,0,0,42
2023 - 2024,2024 Fall,GRAD,GRAD,Karen,Magruder,,SOCW,5356,003,0,21,18,0,0,0,0,0,0,0,0,39
2023 - 2024,2024 Fall,UGRD,UGRD,Tariq,Mahadin,,LARC,4300,001,13,8,0,0,0,0,0,0,0,0,0,21
2023 - 2024,2024 Fall,UGRD,UGRD,Tariq,Mahadin,,LARC,4301,001,43,15,0,0,0,0,0,0,0,0,0,58
2023 - 2024,2024 Fall,UGRD,UGRD,Puspa,Mahapatra,,INSY,3300,003,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Puspa,Mahapatra,,INSY,3300,004,51,0,0,0,0,0,0,0,0,0,0,51
2023 - 2024,2024 Fall,UGRD,UGRD,Sonia,Mahoney,,SPAN,2300,001,37,61,27,0,0,0,0,0,13,0,0,138
2023 - 2024,2024 Fall,GRAD,GRAD,Pedro,Maia,,ASDS,5305,001,0,8,0,0,0,0,0,0,0,0,0,8
2023 - 2024,2024 Fall,GRAD,GRAD,Meverlyn,Maisonave,,SOCW,5485,001,7,29,11,0,0,0,0,0,0,0,0,47
2023 - 2024,2024 Fall,GRAD,GRAD,Meverlyn,Maisonave,,SOCW,5486,001,0,7,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,GRAD,GRAD,Sayda,Major,,NURS,5315,400,0,0,0,0,0,0,6,0,0,0,0,6
2023 - 2024,2024 Fall,GRAD,GRAD,Sayda,Major,,NURS,5315,401,0,0,10,0,0,0,0,0,0,0,0,10
2023 - 2024,2024 Fall,GRAD,GRAD,Sayda,Major,,NURS,5640,460,0,0,6,0,0,0,0,0,0,0,0,6
2023 - 2024,2024 Fall,UGRD,UGRD,Jesse,Maker,,MUSI,2185,001,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Jesse,Maker,,MUSI,2185,002,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Jesse,Maker,,MUSI,2325,002,7,0,0,0,0,0,0,0,0,0,0,7
2023 - 2024,2024 Fall,UGRD,UGRD,Jesse,Maker,,MUSI,3303,001,11,10,6,0,0,0,0,0,0,0,0,27
2023 - 2024,2024 Fall,UGRD,UGRD,Jesse,Maker,,MUSI,4301,001,11,0,0,0,0,0,0,0,0,0,0,11
2023 - 2024,2024 Fall,UGRD,UGRD,Atefe,Makhmalbaf,,ARCH,4357,002,16,0,0,0,0,0,0,0,0,0,0,16
2023 - 2024,2024 Fall,GRAD,GRAD,Atefe,Makhmalbaf,,ARCH,5332,001,14,0,0,0,0,0,0,0,0,0,0,14
2023 - 2024,2024 Fall,UGRD,UGRD,Duaa,Makhoul,,LING,2371,001,12,0,0,0,0,0,0,0,7,0,0,19
